M,z_open,z_close,final_cpnl,sharpe_ratio,hp,total_signals,max_position
16,1.0,0.4,-0.5585374540405014,-0.6918258692934327,13.572679987337354,7901,1
16,1.0,0.5,-0.7280807393202586,-0.9190007242270731,10.816140155198784,7901,1
16,1.1,0.1,0.3888250112842718,0.448005838136843,50.44556309202912,7092,1
16,1.1,0.2,1.1252540999107519,1.3445482047507986,24.86445127826365,7092,1
16,1.1,0.3,-0.058741551290041216,-0.07190857314064535,17.969032797789705,7092,1
16,1.1,0.4,-0.5263362962019225,-0.6554179384270358,13.786629398320857,7092,1
16,1.1,0.5,-0.8841334963375156,-1.1232683807778225,10.995501332492193,7092,1
16,1.2,0.1,0.32857861561095947,0.3790501560481291,52.33781888595026,6267,1
16,1.2,0.2,1.1521307766501885,1.3847088740708904,24.88579722906994,6267,1
16,1.2,0.3,-0.025629847228677338,-0.03166939711055568,18.057793353724072,6267,1
16,1.2,0.4,-0.4111193025093688,-0.5183973873009877,13.703201814691235,6267,1
16,1.2,0.5,-0.8188146444102589,-1.052797462238192,11.085137015668758,6267,1
16,1.3,0.1,0.0776228565788889,0.08978010197072245,52.665465292823825,5500,1
16,1.3,0.2,1.141051603586478,1.3812457995960428,25.01369868347622,5500,1
16,1.3,0.3,0.009100834535122004,0.011370701666955071,17.947408087160504,5500,1
16,1.3,0.4,-0.04431398311318502,-0.056649920613226906,13.594101571889947,5500,1
16,1.3,0.5,-0.46293144256198604,-0.6045852481598721,11.097394790020767,5500,1
16,1.4,0.1,0.3659809091731252,0.423767024533779,52.5097114258864,4775,1
16,1.4,0.2,1.0093171807776053,1.2279937641879146,25.110920734613337,4775,1
16,1.4,0.3,-0.2326065109486526,-0.29315179822459964,17.918023743179223,4775,1
16,1.4,0.4,-0.407374133948596,-0.5258310110210053,13.756738919849823,4775,1
16,1.4,0.5,-0.780136732489499,-1.0291013583904947,11.27717565590682,4775,1
16,1.5,0.1,0.37002366066711345,0.4295252002041807,53.55915206487211,4120,1
16,1.5,0.2,1.319558089640619,1.6150466807347084,25.150134018203378,4120,1
16,1.5,0.3,0.10650653432953561,0.1352924301759205,18.116491020028725,4120,1
16,1.5,0.4,-0.21798936030368887,-0.28440190505056945,13.99559914735793,4120,1
16,1.5,0.5,-0.6877954864144583,-0.918223075172247,11.487539623161442,4120,1
20,0.6,0.1,-0.2802110474910904,-0.32110664489465907,46.67846133179319,11555,1
20,0.6,0.2,-0.05991155441575313,-0.07010729209882964,24.17571217997075,11555,1
20,0.6,0.3,0.3351044696387674,0.3965081484916315,17.592475555429548,11555,1
20,0.6,0.4,-0.3566701026584803,-0.42854856081764564,13.166955398785948,11555,1
20,0.6,0.5,-0.7507050859049046,-0.9131416122865706,10.714064626134485,11555,1
20,0.7,0.1,-0.0925984150861705,-0.10691081853103296,45.879754290342554,10679,1
20,0.7,0.2,0.20100402066555112,0.23755533265544462,24.34769931084568,10679,1
20,0.7,0.3,0.2725316675571873,0.3258482010106829,18.147350867250278,10679,1
20,0.7,0.4,-0.2931112198920104,-0.3560171001605686,13.567979134689136,10679,1
20,0.7,0.5,-0.5379887237053481,-0.6628915824296038,11.116761149348456,10679,1
20,0.8,0.1,-0.3045411057291323,-0.35250402179617996,46.84954634294453,9790,1
20,0.8,0.2,-0.16467040889162998,-0.1949508482715821,25.277955942046642,9790,1
20,0.8,0.3,-0.020194302322278035,-0.024214840363622935,18.51864456739485,9790,1
20,0.8,0.4,-0.3174861588058625,-0.3880960175208399,13.836120304165913,9790,1
20,0.8,0.5,-0.7073969299945184,-0.8768522284096448,11.561275066468147,9790,1
20,0.9,0.1,-0.31619473695676914,-0.36736350418491415,46.67219033510975,8918,1
20,0.9,0.2,-0.5364303409173146,-0.6372527712977929,25.864747514800882,8918,1
20,0.9,0.3,-0.15249961724513106,-0.18366595009414935,19.018405308975176,8918,1
20,0.9,0.4,-0.1859354207813354,-0.2294233966896964,14.119011984074103,8918,1
20,0.9,0.5,-0.4970529868497221,-0.6223835358063479,11.808731620430201,8918,1
20,1.0,0.1,-0.23294877633895783,-0.27128595957903245,48.02264384875084,8016,1
20,1.0,0.2,-0.5723096027697462,-0.6823202941148501,26.434918224731728,8016,1
20,1.0,0.3,-0.07138930879106109,-0.08652841769137985,19.403019397118015,8016,1
20,1.0,0.4,-0.11272701454415879,-0.14006580353602505,14.667205958438457,8016,1
20,1.0,0.5,-0.2766417734277572,-0.3494272793327097,12.16741709647433,8016,1
20,1.1,0.1,-0.08366415557417572,-0.09775448458479742,47.90765900294933,7187,1
20,1.1,0.2,-0.10227083369780143,-0.12284803785990125,26.603750163295715,7187,1
20,1.1,0.3,0.10051699034251793,0.12280270806412379,19.564184323362266,7187,1
20,1.1,0.4,0.09129575861836559,0.11457310526701721,14.729995153031672,7187,1
20,1.1,0.5,-0.1704813350222002,-0.21759255553308812,12.263173832500561,7187,1
20,1.2,0.1,-0.5550958336832573,-0.6520865943236372,47.883297188645564,6365,1
20,1.2,0.2,-0.18646574493145973,-0.22578704925555762,26.552309834334043,6365,1
20,1.2,0.3,0.028648787484807037,0.035266100247934994,19.95596091666073,6365,1
20,1.2,0.4,0.012564302916312498,0.015946580051897086,14.915298459156967,6365,1
20,1.2,0.5,-0.27675721078047055,-0.35789003556971566,12.547156916332481,6365,1
20,1.3,0.1,-0.43709826297245036,-0.5176206448509418,48.39065240005118,5650,1
20,1.3,0.2,-0.2487717241856353,-0.3033886283202234,26.718656908597055,5650,1
20,1.3,0.3,-0.133497780836902,-0.16667225802747027,19.69761813538234,5650,1
20,1.3,0.4,-0.11327276501656713,-0.14602451365753166,14.921891030373457,5650,1
20,1.3,0.5,-0.28789779636156565,-0.37830240528770975,12.654872613746624,5650,1
20,1.4,0.1,-0.198455766787351,-0.23633078528234372,47.61295115785437,4925,1
20,1.4,0.2,-0.19155182227938372,-0.2350293382276272,26.650630387487638,4925,1
20,1.4,0.3,-0.16560833569742361,-0.20834792280541836,19.836674099526554,4925,1
20,1.4,0.4,-0.12557691732753828,-0.1632752700216872,15.003415084698693,4925,1
20,1.4,0.5,-0.235260042251611,-0.3123879457710551,12.815974736811505,4925,1
20,1.5,0.1,-0.18236414003957135,-0.2187539266487138,47.15390881346554,4290,1
20,1.5,0.2,-0.3320852240556865,-0.4114153718881897,26.653234864085935,4290,1
20,1.5,0.3,-0.22498789834556343,-0.2869149034004275,19.85463078177265,4290,1
20,1.5,0.4,-0.2568056297434044,-0.3384006110334015,15.085530296605247,4290,1
20,1.5,0.5,-0.19563326134897485,-0.26359334705916765,12.852010875121648,4290,1
24,0.6,0.1,0.21913105622355555,0.2527942841841252,48.212252099935824,11513,1
24,0.6,0.2,-0.4157946171245537,-0.48930407953132554,26.568719353221255,11513,1
24,0.6,0.3,-0.49434094736159817,-0.5888712368106935,19.289664862006372,11513,1
24,0.6,0.4,-0.38798648478296305,-0.46875466043228337,14.279890279710413,11513,1
24,0.6,0.5,-0.659467072971214,-0.8082992747678835,11.499595371000492,11513,1
24,0.7,0.1,0.6829645579820112,0.7932143381772934,49.17265701955496,10648,1
24,0.7,0.2,0.018996336390107005,0.02266159275341879,27.179724381867434,10648,1
24,0.7,0.3,-0.3125347932634809,-0.37741492422044776,19.853731847177567,10648,1
24,0.7,0.4,-0.13044975045196827,-0.16003550441644035,14.86871626653401,10648,1
24,0.7,0.5,-0.40083055364946063,-0.49720573740022694,12.12775396235318,10648,1
24,0.8,0.1,0.347837357203284,0.4035765120538547,48.5818350831187,9756,1
24,0.8,0.2,-0.260725302746291,-0.3121157182743853,27.430357577242404,9756,1
24,0.8,0.3,-0.4510388642757308,-0.549327671923648,20.238258276163947,9756,1
24,0.8,0.4,0.023139722872229207,0.02863624334768919,15.420660639131748,9756,1
24,0.8,0.5,-0.2915327455784871,-0.36614368940109826,12.73467377235672,9756,1
24,0.9,0.1,0.5385436458726756,0.6265228028009875,48.319650184053124,8861,1
24,0.9,0.2,-0.3667344085530756,-0.4407638765773833,27.699457190706458,8861,1
24,0.9,0.3,-0.35600251153617457,-0.43579559697999865,20.624720700926733,8861,1
24,0.9,0.4,-0.1214762673837676,-0.15100423548008302,16.105144136173045,8861,1
24,0.9,0.5,-0.5326278324933966,-0.6732330921856493,13.115569863121221,8861,1
24,1.0,0.1,1.0145286299518286,1.1921470819867115,47.710242449220814,7988,1
24,1.0,0.2,-0.10907929133672045,-0.13225252057230866,28.298358859007337,7988,1
24,1.0,0.3,-0.24243546656648707,-0.3000024603874164,21.111457482502505,7988,1
24,1.0,0.4,-0.026413328599719565,-0.03317747470011573,16.6840063857015,7988,1
24,1.0,0.5,-0.5295046951716498,-0.6774498728083821,13.583400034063603,7988,1
24,1.1,0.1,0.9909619748881127,1.1673532712271526,47.93688846251321,7190,1
24,1.1,0.2,-0.38322200024246933,-0.46829998551433516,28.24484565011714,7190,1
24,1.1,0.3,-0.5568846480963976,-0.6958593184234706,21.01258686344128,7190,1
24,1.1,0.4,-0.3558298315818945,-0.45200571583212135,16.689486673830167,7190,1
24,1.1,0.5,-0.7886023576342792,-1.0194372687184414,13.869307520903936,7190,1
24,1.2,0.1,0.9972014617034679,1.1786465113759461,47.98310378192035,6375,1
24,1.2,0.2,-0.02295203886981889,-0.02828723913315019,28.002219141347993,6375,1
24,1.2,0.3,-0.5857303107110596,-0.7383937794857613,21.02592448714888,6375,1
24,1.2,0.4,-0.3309499647197808,-0.4241963783307441,16.89512395179025,6375,1
24,1.2,0.5,-0.751623586726098,-0.9817110726826532,14.139014569126603,6375,1
24,1.3,0.1,0.9731489362290947,1.1579457113580292,47.1190715137522,5689,1
24,1.3,0.2,0.15761791609507403,0.19569577062012877,27.934169473982585,5689,1
24,1.3,0.3,-0.239008873878494,-0.3038353094133164,21.12753232149837,5689,1
24,1.3,0.4,-0.11196833188232214,-0.14499918556461647,16.921796302884125,5689,1
24,1.3,0.5,-0.5998754677251775,-0.7949619291417611,14.161979739037552,5689,1
24,1.4,0.1,1.0646840186697377,1.2744437092118581,46.489518264385154,5027,1
24,1.4,0.2,0.7186583068941303,0.9013558352958084,27.357568690283557,5027,1
24,1.4,0.3,-0.04411523375985049,-0.0567184409634993,20.875942227946393,5027,1
24,1.4,0.4,0.06929260020524297,0.09084966621432448,16.8676171091953,5027,1
24,1.4,0.5,-0.6255777545432264,-0.8390568475789332,14.23951750098987,5027,1
24,1.5,0.1,0.9589016861620251,1.153242662606392,45.90009968878754,4381,1
24,1.5,0.2,0.6190644903683876,0.7833369395670186,27.08412411035686,4381,1
24,1.5,0.3,-0.11239684662484184,-0.14605264611660593,20.72599329632189,4381,1
24,1.5,0.4,0.0108928105053262,0.014449249213470343,16.67060303163204,4381,1
24,1.5,0.5,-0.6969603946149188,-0.9455275052350745,14.292789464808436,4381,1
28,0.6,0.1,1.2288264417306765,1.4089426812805377,50.13470807278979,11444,1
28,0.6,0.2,0.2615665037039918,0.3073034413869231,28.067855260693804,11444,1
28,0.6,0.3,-0.010065200550170128,-0.012079235925673153,19.30764647069105,11444,1
28,0.6,0.4,-0.22662488115012325,-0.2754645058085775,14.961872622687016,11444,1
28,0.6,0.5,-0.36373508041166547,-0.4493655400708407,12.1027459571125,11444,1
28,0.7,0.1,1.1275596440117601,1.297730496854096,51.43731544810694,10668,1
28,0.7,0.2,0.16809499428099584,0.19859852327535832,28.874368231499385,10668,1
28,0.7,0.3,-0.07709897809584498,-0.09318734850354017,19.860469336537697,10668,1
28,0.7,0.4,-0.23882889379621408,-0.2925152860444159,15.605879982562163,10668,1
28,0.7,0.5,-0.4192466133418348,-0.522291012048235,12.756499534462334,10668,1
28,0.8,0.1,1.0886405161571344,1.2569930380395533,51.87946886619077,9806,1
28,0.8,0.2,0.1435428386259895,0.170609418748716,29.349806289823757,9806,1
28,0.8,0.3,-0.2191034507763594,-0.26766612883886015,20.409597465758882,9806,1
28,0.8,0.4,-0.3777231610990641,-0.4684288291646633,16.16310726949757,9806,1
28,0.8,0.5,-0.4352266806691255,-0.5483955845876316,13.388371836275146,9806,1
28,0.9,0.1,0.787892431586542,0.9132270808718075,51.669583524312046,8911,1
28,0.9,0.2,-0.09075612253840115,-0.1088493719453094,29.8636462306099,8911,1
28,0.9,0.3,-0.2811271488398718,-0.34627978470085563,20.95731500584433,8911,1
28,0.9,0.4,-0.38196538305659855,-0.47885498512496094,16.854395045616247,8911,1
28,0.9,0.5,-0.48290948713086135,-0.6156375981277113,14.008006257928747,8911,1
28,1.0,0.1,0.5185572961536532,0.6035094203813088,51.639757423997885,8062,1
28,1.0,0.2,-0.07194746099787597,-0.08706771652849686,29.98347600737741,8062,1
28,1.0,0.3,-0.15776015542296562,-0.19661967811717296,21.169912774798583,8062,1
28,1.0,0.4,-0.3166140115795999,-0.40293785373434454,17.159054534916255,8062,1
28,1.0,0.5,-0.4751681135084752,-0.6164333845328737,14.487169658315215,8062,1
28,1.1,0.1,0.09683459343183587,0.11316482533225386,52.41554117457965,7225,1
28,1.1,0.2,-0.19234553608741656,-0.23465523362531326,30.80627236217104,7225,1
28,1.1,0.3,-0.21611412453344903,-0.27155876368013687,21.702789024333498,7225,1
28,1.1,0.4,-0.3309363920514733,-0.42524253211317425,17.664516863832898,7225,1
28,1.1,0.5,-0.27889124409026933,-0.366435301056901,14.875298174168716,7225,1
28,1.2,0.1,0.02679669935804141,0.0314019577175062,52.52864177127542,6441,1
28,1.2,0.2,-0.2439324079443711,-0.2988887157643662,31.39082253051123,6441,1
