M,z_open,z_close,final_cpnl,sharpe_ratio,hp,total_signals,max_position
4,0.6,0.1,-0.2705963374688384,-0.30792341583454313,44.45851868446272,11103,1
4,0.6,0.2,0.5320725841375039,0.6151878299555145,21.383848338971756,11103,1
4,0.6,0.3,0.2662120961600185,0.3126723649398605,13.237654540947496,11103,1
4,0.6,0.4,-0.37442189849258456,-0.44639832038011357,9.818706302859379,11103,1
4,0.6,0.5,-0.7180335830748784,-0.8726178351922149,7.502203363475119,11103,1
4,0.7,0.1,-0.3412991331294787,-0.38844965763336053,44.20736352069869,10177,1
4,0.7,0.2,0.4388600360905329,0.5075768502327502,21.199379487917334,10177,1
4,0.7,0.3,0.41413889668632586,0.48701117839493036,13.228075410713119,10177,1
4,0.7,0.4,-0.257550202389359,-0.3077780391759539,9.858702955835488,10177,1
4,0.7,0.5,-0.5639948950551995,-0.6873056461397571,7.488311158725271,10177,1
4,0.8,0.1,-0.2092822062232622,-0.2383607496161955,44.42396729365582,9121,1
4,0.8,0.2,0.6718123099527172,0.7779475220612645,21.309917458699857,9121,1
4,0.8,0.3,0.41934539010776317,0.4944113358670671,13.209748728422332,9121,1
4,0.8,0.4,-0.11022570410387666,-0.13219827051562905,9.868709833712533,9121,1
4,0.8,0.5,-0.6018163849204545,-0.7358727557268562,7.432297492472678,9121,1
4,0.9,0.1,-0.6509025562376026,-0.7434981631706203,44.128712900151015,8030,1
4,0.9,0.2,0.012119814856657807,0.014094363136725331,21.286954802881226,8030,1
4,0.9,0.3,0.2140348216932254,0.25328839748412724,13.275862796169298,8030,1
4,0.9,0.4,-0.3724425693900427,-0.4490045360284944,9.847710092669196,8030,1
4,0.9,0.5,-0.8455123174808351,-1.041545172725376,7.418065347674031,8030,1
4,1.0,0.1,-0.5903030114008828,-0.67502943513787,43.6690749786382,6910,1
4,1.0,0.2,-0.058257215539210594,-0.06790259224921695,21.174995958253387,6910,1
4,1.0,0.3,0.1382634122990567,0.16417682746830875,13.364414392427266,6910,1
4,1.0,0.4,-0.583073684819369,-0.7062146922301998,9.870866940031885,6910,1
4,1.0,0.5,-1.3973471501101191,-1.7362502713499495,7.43530469661413,6910,1
4,1.1,0.1,-0.1787836749687125,-0.2048316330516112,43.630605146617285,5654,1
4,1.1,0.2,0.12094930886101829,0.1416907138680144,20.592474312170598,5654,1
4,1.1,0.3,0.1406280381791325,0.16854683009782842,13.104973148515988,5654,1
4,1.1,0.4,-0.28971812906105554,-0.3546491622168523,9.851150891667949,5654,1
4,1.1,0.5,-1.1126425198125836,-1.399191115354824,7.408155783066938,5654,1
4,1.2,0.1,-0.3331258552229944,-0.38258059210884515,43.68616849390543,4382,1
4,1.2,0.2,-0.41876030566833833,-0.49474086534768946,20.455255197611883,4382,1
4,1.2,0.3,-0.20794916356708182,-0.253866023728141,13.161819297677125,4382,1
4,1.2,0.4,-0.24867361431059098,-0.31049781490213463,9.758063533825055,4382,1
4,1.2,0.5,-1.0392369671392898,-1.3393589198028217,7.3193774261083515,4382,1
4,1.3,0.1,-0.41121173612997086,-0.4775631886459425,43.12559082520812,3075,1
4,1.3,0.2,0.13871564550398574,0.1671306580175993,20.725067788256446,3075,1
4,1.3,0.3,-0.03864883076665371,-0.048619211066628455,13.087465397725031,3075,1
4,1.3,0.4,0.11286212897911208,0.145928378956887,9.64124483080327,3075,1
4,1.3,0.5,-0.2949399870866496,-0.3975772086508529,7.195512682208713,3075,1
4,1.4,0.1,0.1624426432554218,0.19613952240403787,42.919201323048085,1660,1
4,1.4,0.2,0.07786283756539447,0.09941579250246273,20.945883431826747,1660,1
4,1.4,0.3,0.11857223876534373,0.16297501474167217,13.038840309602767,1660,1
4,1.4,0.4,0.035782359852077894,0.05178699434412145,9.283876267548761,1660,1
4,1.4,0.5,-0.3605507705290374,-0.5497316601683305,6.890028192434236,1660,1
4,1.5,0.1,0.0,0.0,0.0,0,0
4,1.5,0.2,0.0,0.0,0.0,0,0
4,1.5,0.3,0.0,0.0,0.0,0,0
4,1.5,0.4,0.0,0.0,0.0,0,0
4,1.5,0.5,0.0,0.0,0.0,0,0
8,0.6,0.1,0.9561383364006248,1.0865918445902842,40.51102507744435,11134,1
8,0.6,0.2,0.7833333409620218,0.9088407437803017,20.999868401760313,11134,1
8,0.6,0.3,0.4768590084847458,0.5633709606393554,14.178304946423518,11134,1
8,0.6,0.4,0.38588667340080796,0.46263479315993783,10.421804953967323,11134,1
8,0.6,0.5,0.1995422382281904,0.24264621703508624,8.335824537902841,11134,1
8,0.7,0.1,0.8355560187289528,0.9513300613595437,39.51950821809037,10222,1
8,0.7,0.2,0.9875288570353987,1.1512327669768374,20.78040182096117,10222,1
8,0.7,0.3,0.5898939148269047,0.6999272708555497,14.285675570037368,10222,1
8,0.7,0.4,0.20228466092108,0.2433834520221665,10.423519809343674,10222,1
8,0.7,0.5,0.10942064027075049,0.13372766033945072,8.363528025953434,10222,1
8,0.8,0.1,0.9249307048785933,1.0543888537949881,38.886473479756006,9323,1
8,0.8,0.2,0.9626973076695576,1.1255667803062526,20.69014514071189,9323,1
8,0.8,0.3,0.5600063269912311,0.6677940151770282,14.249653368626738,9323,1
8,0.8,0.4,0.047996310692238864,0.058094605455707486,10.437723643517849,9323,1
8,0.8,0.5,-0.01679393720551603,-0.02065464023805281,8.402703916387217,9323,1
8,0.9,0.1,0.669624546059605,0.7643150152217879,38.59567913958315,8384,1
8,0.9,0.2,0.7376867154972413,0.8643799789995311,20.436897127405764,8384,1
8,0.9,0.3,0.1480924940724453,0.17711162470774253,14.074932692639145,8384,1
8,0.9,0.4,-0.38458075154856,-0.46742121193263036,10.387443633418222,8384,1
8,0.9,0.5,-0.35469385376406615,-0.43900370029238617,8.4042934971026,8384,1
8,1.0,0.1,0.3949564687561734,0.4513691393222987,39.87188332043346,7438,1
8,1.0,0.2,0.6099859888012382,0.7179138788822377,20.356795925603986,7438,1
8,1.0,0.3,-0.16195641507771708,-0.19449170433313437,14.252513149424548,7438,1
8,1.0,0.4,-0.3781446487532356,-0.4628889008013,10.49278673510391,7438,1
8,1.0,0.5,-0.3983012102471494,-0.4973331022258863,8.499958961708527,7438,1
8,1.1,0.1,0.32372894696057664,0.37082140331176955,40.72788355019879,6535,1
8,1.1,0.2,0.6646906222183645,0.7866745993470098,20.31363691722171,6535,1
8,1.1,0.3,-0.0679078758694821,-0.08204332099011204,14.286551080447023,6535,1
8,1.1,0.4,-0.4997597477153939,-0.6189411081262204,10.464291196223579,6535,1
8,1.1,0.5,-0.6117823076927957,-0.7738188021502631,8.456001957527747,6535,1
8,1.2,0.1,0.16144427936066486,0.18534364810819765,40.8826420245114,5626,1
8,1.2,0.2,0.2765452100872883,0.3285652070936986,20.275216796428403,5626,1
8,1.2,0.3,0.08288649782742052,0.10093486929468509,14.355589968376812,5626,1
8,1.2,0.4,-0.21272646597882938,-0.26592451677032375,10.336537493272703,5626,1
8,1.2,0.5,-0.3358114545117209,-0.42971309227105686,8.353713414512578,5626,1
8,1.3,0.1,0.10553985049687331,0.12151054374962801,41.290264736888815,4771,1
8,1.3,0.2,0.19551828561094575,0.23351153124797913,20.814728841433332,4771,1
8,1.3,0.3,0.27727842836607186,0.3400277563657218,14.539312282495066,4771,1
8,1.3,0.4,0.06476627972502524,0.0820731407029102,10.377472185887196,4771,1
8,1.3,0.5,-0.244602084256201,-0.31854476369013807,8.344875499875457,4771,1
8,1.4,0.1,-0.23565749454290708,-0.27327466770641373,40.43798715042225,4018,1
8,1.4,0.2,0.0698612395392989,0.08431006307419768,20.9025978395667,4018,1
8,1.4,0.3,0.050846032165051014,0.06308940842405991,14.674013238369254,4018,1
8,1.4,0.4,-0.1733395460583902,-0.22265046883775116,10.393344348346027,4018,1
8,1.4,0.5,-0.298560352514896,-0.39506456103082205,8.354500058226973,4018,1
8,1.5,0.1,-0.20513669047029126,-0.23918575912118767,40.730547486612785,3273,1
8,1.5,0.2,0.1736374494587929,0.21127151748756276,21.048687104357533,3273,1
8,1.5,0.3,-0.04784617128826396,-0.059988121812165646,14.644135791187306,3273,1
8,1.5,0.4,-0.35082473026637817,-0.45669441794622745,10.490892738295846,3273,1
8,1.5,0.5,-0.3933575526130584,-0.5298642122733362,8.40174787231376,3273,1
12,0.6,0.1,-0.3750449962416782,-0.4283345923988327,46.700550693964054,11255,1
12,0.6,0.2,1.2390128768831514,1.4381357661122827,22.211727315898532,11255,1
12,0.6,0.3,0.7659531854736596,0.9010180357279114,14.914606563806553,11255,1
12,0.6,0.4,-0.04058531950261335,-0.04840603049375687,11.856038911988456,11255,1
12,0.6,0.5,0.12964941694252086,0.15669845619267114,9.463648468454545,11255,1
12,0.7,0.1,-0.6467989842784332,-0.7401024395217746,47.2927222459489,10447,1
12,0.7,0.2,1.0063376730061433,1.1702922570434178,22.372565172411175,10447,1
12,0.7,0.3,0.4228217745543792,0.5004666997665399,15.097112167853414,10447,1
12,0.7,0.4,-0.23642636785136795,-0.2843235366933916,11.940959901816312,10447,1
12,0.7,0.5,-0.08033440672301051,-0.09817581510282329,9.563781575667816,10447,1
12,0.8,0.1,-0.6898481948530404,-0.7910233406628778,46.85406777464124,9539,1
12,0.8,0.2,0.9546437159586942,1.1119822544725364,22.45813111203587,9539,1
12,0.8,0.3,0.1884255632987064,0.2240449920842423,15.14624631360675,9539,1
12,0.8,0.4,-0.5819526806946222,-0.7042315641364115,12.080839419383175,9539,1
12,0.8,0.5,-0.21364775321756457,-0.2630957048306534,9.692854105583127,9539,1
12,0.9,0.1,-0.5403365601236446,-0.620308243335751,47.390872140000766,8703,1
12,0.9,0.2,0.8392470871483205,0.9797980774517377,22.918722292020522,8703,1
12,0.9,0.3,0.10239573393490753,0.12239819059677082,15.297537160012467,8703,1
12,0.9,0.4,-0.7480153460224814,-0.9108902245820394,12.180833092820244,8703,1
12,0.9,0.5,-0.37006139018304196,-0.45851277605059654,9.854232419479716,8703,1
12,1.0,0.1,-0.3028470394960794,-0.3482553777580767,48.351971309542904,7806,1
12,1.0,0.2,0.6205255604731872,0.7275309115075391,23.272825657638702,7806,1
12,1.0,0.3,0.15147357441213793,0.18244170001423407,15.384779071629103,7806,1
12,1.0,0.4,-0.5162242067629346,-0.634282461599869,12.307124163866197,7806,1
12,1.0,0.5,-0.18935214905141362,-0.23735338447841475,9.880562546117861,7806,1
12,1.1,0.1,-0.13623775239290836,-0.15661746983822747,49.217232996055515,6931,1
12,1.1,0.2,0.5265411100266905,0.6207284958731702,23.25343287921033,6931,1
12,1.1,0.3,0.31498595336166635,0.3814576562728141,15.409781677615998,6931,1
12,1.1,0.4,-0.4196889727646481,-0.5212604692688653,12.425518645399242,6931,1
12,1.1,0.5,-0.3060339622472401,-0.3889576913096936,9.958037244160252,6931,1
12,1.2,0.1,-0.2494495895470722,-0.2874188856822336,48.94726089012245,6072,1
12,1.2,0.2,0.20395995174504766,0.24183604113844673,23.388049326574436,6072,1
12,1.2,0.3,0.2399911922001412,0.29367486908066304,15.438040619534844,6072,1
12,1.2,0.4,-0.3929834000708161,-0.4942545546852653,12.44781931783465,6072,1
12,1.2,0.5,-0.2341123564700176,-0.30201301448963647,9.982799892764907,6072,1
12,1.3,0.1,-0.3216069090380774,-0.372018725271803,49.15662193582687,5304,1
12,1.3,0.2,0.11206173482036086,0.13348353686823158,23.206611933159632,5304,1
12,1.3,0.3,0.31816473028056735,0.39175103191002375,15.41782076604277,5304,1
12,1.3,0.4,-0.35267531806015995,-0.44575673074878247,12.424579776029194,5304,1
12,1.3,0.5,-0.18612225643338276,-0.24204059661906147,9.981142033769691,5304,1
12,1.4,0.1,-0.38390135607038034,-0.4448826403202077,48.649386880144945,4520,1
12,1.4,0.2,-0.30592151582291194,-0.36627601896358514,22.981884938943576,4520,1
12,1.4,0.3,0.196318351679458,0.24347368251209256,15.230077206217112,4520,1
12,1.4,0.4,-0.33596368460981707,-0.4281606859119054,12.475528802409022,4520,1
12,1.4,0.5,-0.16823611945431904,-0.22079500650191236,10.06435301254184,4520,1
12,1.5,0.1,-0.5120896062921861,-0.5944350469728759,48.3160592886822,3821,1
12,1.5,0.2,-0.5281191166836217,-0.6366187656957637,22.475790582535588,3821,1
12,1.5,0.3,0.17430582981147824,0.21840086907690273,14.955986970580234,3821,1
12,1.5,0.4,-0.1539565697430444,-0.199524045692142,12.317615027861663,3821,1
12,1.5,0.5,0.10998903272370897,0.1467769875287314,9.957860020266644,3821,1
16,0.6,0.1,0.6756735829703499,0.7741505951923194,48.89807626168562,11419,1
16,0.6,0.2,1.1934395912224218,1.3940281299355555,24.83572541950941,11419,1
16,0.6,0.3,0.012056443220351709,0.014331642551332431,17.234254730401766,11419,1
16,0.6,0.4,-0.09740759055775783,-0.11726951397072552,12.564577130252776,11419,1
16,0.6,0.5,-0.42613368341057356,-0.5192586851276816,9.874671984003921,11419,1
16,0.7,0.1,0.39922761957301667,0.4565513484114465,50.547211848514635,10529,1
16,0.7,0.2,0.9174546379178395,1.0740153598669195,24.76865519504568,10529,1
16,0.7,0.3,-0.08756821842229312,-0.10447217739793083,17.47653175342608,10529,1
16,0.7,0.4,-0.3563015688956753,-0.4306048081279339,12.951208302935328,10529,1
16,0.7,0.5,-0.6577401735561109,-0.8063467000978488,10.21515964921652,10529,1
16,0.8,0.1,0.6987081758606913,0.8010188764625211,49.036633617413045,9690,1
16,0.8,0.2,0.9931382788578677,1.168399858779984,24.382119632967086,9690,1
16,0.8,0.3,-0.0019434045984448867,-0.002335356645440437,17.350791107478752,9690,1
16,0.8,0.4,-0.7003189031312977,-0.8532480038417296,13.149930604040064,9690,1
16,0.8,0.5,-0.9266867982037087,-1.1464382787901208,10.385410956797688,9690,1
16,0.9,0.1,0.6343158229435671,0.7285418494790643,49.812875917158465,8807,1
16,0.9,0.2,1.2682486637212105,1.502104875002452,24.682054162713957,8807,1
16,0.9,0.3,-0.07167145617750892,-0.08679383342284887,17.736691492661784,8807,1
16,0.9,0.4,-0.6226636893665166,-0.7658266714029682,13.496252747335772,8807,1
16,0.9,0.5,-0.6522719792230788,-0.8157922943530133,10.704448134681964,8807,1
16,1.0,0.1,0.5976257758898409,0.6875730476691653,50.383209797278134,7901,1
16,1.0,0.2,1.3610603803530783,1.6215406778386068,24.799225990722427,7901,1
16,1.0,0.3,0.07184264301619758,0.08757504244855852,17.956596429804584,7901,1
